,apartment_type,district,agency,size,floor,year_built,station_distance,cost
5165,1R APARTMENT,"IN HIGASHISHINKOIWA
KATSUSHIKA-KU, TOKYO",Atinn Inc.,Size 11.30 m²,Floor 1 / 4F,Year Built 2015,Shinkoiwa Station (2 min. walk),"Monthly Costs ¥91,000"
5166,1R APARTMENT,"IN OHASHI
MEGURO-KU, TOKYO","Yours Corporation Co.,Ltd.",Size 22.82 m²,Floor 3 / 7F,Year Built 1987,Ikejiriohashi Station (3 min. walk),"Monthly Costs ¥85,000"
5167,1DK APARTMENT,"IN TSURUMAKI
SETAGAYA-KU, TOKYO","Balleggs Co., Ltd.",Size 33.82 m²,Floor 1 / 2F,Year Built 2017,Komazawa-daigaku Station (11 min. walk),"Monthly Costs ¥109,000"
5168,1K APARTMENT,"IN KAMEIDO
KOTO-KU, TOKYO",Atinn Inc.,Size 15.00 m²,Floor 5 / 5F,Year Built 2020,Kameido Station (6 min. walk),"Monthly Costs ¥111,000"
5169,1K APARTMENT,"IN NIHOMBASHININGYOCHO
CHUO-KU, TOKYO",ICHII CORPORATION,Size 19.00 m²,Floor 6 / 11F,Year Built 2004,Suitengumae Station (1 min. walk),"Monthly Costs ¥125,000"
5170,1R APARTMENT,"IN IZUMI
SUGINAMI-KU, TOKYO",Atinn Inc.,Size 11.83 m²,Floor 1 / 2F,Year Built 2016,Meidaimae Station (6 min. walk),"Monthly Costs ¥75,820"
5171,1LDK APARTMENT,"IN KABUKICHO
SHINJUKU-KU, TOKYO",TOKYO BEST REALTORS,Size 42.58 m²,Floor 8 / 12F,Year Built 2003,Higashi-Shinjuku Station (5 min. walk),"Monthly Costs ¥170,000"
5172,1K APARTMENT,"IN HATAGAYA
SHIBUYA-KU, TOKYO",matsuri technologies,Size 27.40 m²,Floor 3 / 3F,Year Built 2019,Hatagaya Station (8 min. walk),"Monthly Costs ¥163,500"
5173,3LDK HOUSE,"IN EBARA
SHINAGAWA-KU, TOKYO","Balleggs Co., Ltd.",Size 74.52 m²,Floor 1 / 2F,Year Built 1958,Musashi Koyama Station (5 min. walk),"Monthly Costs ¥198,000"
5174,1R APARTMENT,"IN WAKABAYASHI
SETAGAYA-KU, TOKYO","Balleggs Co., Ltd.",Size 16.08 m²,Floor 2 / 2F,Year Built 1968,Nishitaishidou Station (6 min. walk),"Monthly Costs ¥56,000"
5175,1K APARTMENT,"IN YAMABUKICHO
SHINJUKU-KU, TOKYO",Atinn Inc.,Size 30.06 m²,Floor 4 / 5F,Year Built 2018,Edogawabashi Station (4 min. walk),"Monthly Costs ¥168,000"
5176,1K APARTMENT,"IN AYASE
ADACHI-KU, TOKYO",World Clover,Size 25.51 m²,Floor 2 / 8F,Year Built 2021,Ayase Station (10 min. walk),"Monthly Costs ¥89,000"
5177,1R APARTMENT,"IN TAKADANOBABA
SHINJUKU-KU, TOKYO",World Clover,Size 14.13 m²,Floor 12 / 13F,Year Built 1985,Nishiwaseda Station (1 min. walk),"Monthly Costs ¥78,000"
5178,1DK APARTMENT,"IN EBISUNISHI
SHIBUYA-KU, TOKYO",matsuri technologies,Size 28.40 m²,Floor 3 / 10F,Year Built 1986,Ebisu Station (7 min. walk),"Monthly Costs ¥166,500"
5179,1K APARTMENT,"IN TENJINCHO
SHINJUKU-KU, TOKYO",Atinn Inc.,Size 14.26 m²,Floor 3 / 3F,Year Built 2015,Kagurazaka Station (6 min. walk),"Monthly Costs ¥105,000"
5180,1R APARTMENT,"IN MEGUROHONCHO
MEGURO-KU, TOKYO","Balleggs Co., Ltd.",Size 17.60 m²,Floor 2 / 4F,Year Built 1988,Musashi Koyama Station (13 min. walk),"Monthly Costs ¥60,000"
5181,1K APARTMENT,"IN EBARA
SHINAGAWA-KU, TOKYO","Balleggs Co., Ltd.",Size 18.00 m²,Floor 2 / 4F,Year Built 1987,Togoshiginza Station (6 min. walk),"Monthly Costs ¥62,000"
5182,2LDK APARTMENT,"IN KAMIOSAKI
SHINAGAWA-KU, TOKYO","Balleggs Co., Ltd.",Size 70.81 m²,Floor 4 / 16F,Year Built 1971,Meguro Station (3 min. walk),"Monthly Costs ¥260,000"
5183,1R APARTMENT,"IN MEGUROHONCHO
MEGURO-KU, TOKYO","Balleggs Co., Ltd.",Size 14.00 m²,Floor 1 / 3F,Year Built 2017,Nishikoyama Station (7 min. walk),"Monthly Costs ¥69,000"
5184,1R APARTMENT,"IN SHIMURA
ITABASHI-KU, TOKYO",Atinn Inc.,Size 10.10 m²,Floor 2 / 2F,Year Built 2015,Shimura San Choume Station (5 min. walk),"Monthly Costs ¥78,000"
5185,1K APARTMENT,"IN NISHISHINJUKU
SHINJUKU-KU, TOKYO",Tokyo Monthly 21,Size 27.91 m²,Floor 5 / 15F,Year Built 2007,Nishishinjuku Go Choume Station (1 min. walk),"Monthly Costs ¥177,000 negotiable"
5186,1R APARTMENT,"IN KOMABA
MEGURO-KU, TOKYO","Balleggs Co., Ltd.",Size 22.34 m²,Floor 2 / 2F,Year Built 1991,Komaba Toudai Mae Station (4 min. walk),"Monthly Costs ¥70,000"
5187,1R APARTMENT,"IN ZOSHIGAYA
TOSHIMA-KU, TOKYO",Atinn Inc.,Size 13.44 m²,Floor 2 / 5F,Year Built 2019,Higashiikebukuro Yon Choume Station (6 min. walk),"Monthly Costs ¥98,000"
5188,1R APARTMENT,"IN KAMIOSAKI
SHINAGAWA-KU, TOKYO","Balleggs Co., Ltd.",Size 34.37 m²,Floor 2 / 3F,Year Built 2005,Meguro Station (7 min. walk),"Monthly Costs ¥143,000"
5189,1R APARTMENT,"IN OHASHI
MEGURO-KU, TOKYO","Balleggs Co., Ltd.",Size 21.60 m²,Floor 3 / 4F,Year Built 2018,Ikejiriohashi Station (7 min. walk),"Monthly Costs ¥112,000"
5190,1K APARTMENT,"IN KAMIMEGURO
MEGURO-KU, TOKYO","Balleggs Co., Ltd.",Size 23.29 m²,Floor 1 / 2F,Year Built 2018,Yutenji Station (7 min. walk),"Monthly Costs ¥100,500"
5191,1K APARTMENT,"IN AZUMABASHI
SUMIDA-KU, TOKYO",World Clover,Size 21.42 m²,Floor 7 / 12F,Year Built 2007,Honjo Azumabashi Station (2 min. walk),"Monthly Costs ¥90,000"
5192,1R APARTMENT,"IN KAMIUMA
SETAGAYA-KU, TOKYO","Balleggs Co., Ltd.",Size 16.58 m²,Floor 2 / 4F,Year Built 1986,Sangenjaya Station (7 min. walk),"Monthly Costs ¥62,000"
5193,1R APARTMENT,"IN HIGASHINIPPORI
ARAKAWA-KU, TOKYO",Atinn Inc.,Size 15.00 m²,Floor 1 / 4F,Year Built 2020,Nippori Station (6 min. walk),"Monthly Costs ¥104,000"
5194,1K APARTMENT,"IN DENENCHOFU MINAMI
OTA-KU, TOKYO",World Clover,Size 21.76 m²,Floor 4 / 5F,Year Built 2008,Numabe Station (4 min. walk),"Monthly Costs ¥82,000"
5195,1LDK APARTMENT,"IN DENENCHOFU
OTA-KU, TOKYO","Balleggs Co., Ltd.",Size 30.95 m²,Floor 2 / 5F,Year Built 1997,Tamagawa Station (3 min. walk),"Monthly Costs ¥96,000"
5196,1DK APARTMENT,"IN HIGASHIGAOKA
MEGURO-KU, TOKYO","Balleggs Co., Ltd.",Size 39.76 m²,Floor 3 / 4F,Year Built 2006,Komazawa-daigaku Station (4 min. walk),"Monthly Costs ¥154,000"
5197,1SLDK APARTMENT,"IN OOKAYAMA
MEGURO-KU, TOKYO","Balleggs Co., Ltd.",Size 61.12 m²,Floor 3 / 3F,Year Built 1981,Ōokayama Station (4 min. walk),"Monthly Costs ¥143,000"
5198,1DK APARTMENT,"IN TENJINCHO
SHINJUKU-KU, TOKYO",Atinn Inc.,Size 30.20 m²,Floor 1 / 3F,Year Built 2015,Kagurazaka Station (6 min. walk),"Monthly Costs ¥150,000"
5199,1K APARTMENT,"IN KAMEIDO
KOTO-KU, TOKYO",World Clover,Size 25.95 m²,Floor 8 / 10F,Year Built 2021,Oshiage Station (11 min. walk),"Monthly Costs ¥105,000"
5200,1R APARTMENT,"IN AKASAKA
MINATO-KU, TOKYO",matsuri technologies,Size 37.31 m²,Floor 3 / 3F,Year Built 2005,Roppongi-itchome Station (5 min. walk),"Monthly Costs ¥181,500"
5201,1R APARTMENT,"IN HIGASHISHINKOIWA
KATSUSHIKA-KU, TOKYO",Atinn Inc.,Size 10.80 m²,Floor 1 / 4F,Year Built 2015,Shinkoiwa Station (2 min. walk),"Monthly Costs ¥90,000"
5202,1LDK APARTMENT,"IN KAMIUMA
SETAGAYA-KU, TOKYO","Yours Corporation Co.,Ltd.",Size 51.25 m²,Floor 4 / 5F,Year Built 2021,Komazawa-daigaku Station (9 min. walk),"Monthly Costs ¥257,000"
5203,1K APARTMENT,"IN NISHIGOTANDA
SHINAGAWA-KU, TOKYO",Tokyo Monthly 21,Size 23.82 m²,Floor 4 / 15F,Year Built 2018,Osaki Hirokouji Station (3 min. walk),"Monthly Costs ¥165,000 negotiable"
5204,1K APARTMENT,"IN KAMEIDO
KOTO-KU, TOKYO",Atinn Inc.,Size 15.07 m²,Floor 4 / 5F,Year Built 2020,Kameido Station (6 min. walk),"Monthly Costs ¥109,000"
5205,1K APARTMENT,"IN MINAMISENZOKU
OTA-KU, TOKYO","Balleggs Co., Ltd.",Size 24.70 m²,Floor 3 / 3F,Year Built 2021,Ishikawadai Station (6 min. walk),"Monthly Costs ¥103,000"
5206,1K APARTMENT,"IN AKASAKA
MINATO-KU, TOKYO",Tokyo Monthly 21,Size 19.82 m²,Floor 2 / 4F,Year Built 2004,Nogizaka Station (9 min. walk),"Monthly Costs ¥177,000 negotiable"
5207,1R APARTMENT,"IN MINAMIAOYAMA
MINATO-KU, TOKYO",World Potential Corporation,Size 18.62 m²,Floor 4 / 8F,Year Built 1980,Nogizaka Station (1 min. walk),"Monthly Costs ¥140,100"
5208,1K APARTMENT,"IN YOYOGI
SHIBUYA-KU, TOKYO",Add Value,Size 26.07 m²,Floor 3 / 9F,Year Built 1999,Hatsudai Station (4 min. walk),"Monthly Costs ¥88,000"
5209,1SK APARTMENT,"IN OKUSAWA
SETAGAYA-KU, TOKYO","Balleggs Co., Ltd.",Size 27.32 m²,Floor 2 / 3F,Year Built 2020,Midorigaoka Station (5 min. walk),"Monthly Costs ¥112,000"
5210,1R APARTMENT,"IN IZUMI
SUGINAMI-KU, TOKYO",Atinn Inc.,Size 11.83 m²,Floor 2 / 2F,Year Built 2016,Meidaimae Station (6 min. walk),"Monthly Costs ¥83,380"
5211,1K APARTMENT,"IN OMORINAKA
OTA-KU, TOKYO",matsuri technologies,Size 19.61 m²,Floor 4 / 5F,Year Built 2022,Omorimachi Station (4 min. walk),"Monthly Costs ¥111,550"
5212,1K APARTMENT,"IN MIDORIGAOKA
MEGURO-KU, TOKYO","Balleggs Co., Ltd.",Size 26.01 m²,Floor 2 / 4F,Year Built 2001,Midorigaoka Station (3 min. walk),"Monthly Costs ¥108,000"
5213,2LDK APARTMENT,"IN KITASENZOKU
OTA-KU, TOKYO","Balleggs Co., Ltd.",Size 53.48 m²,Floor 5 / 7F,Year Built 2020,Senzoku Station (4 min. walk),"Monthly Costs ¥256,000"
5214,1DK APARTMENT,"IN KITASHINJUKU
SHINJUKU-KU, TOKYO",World Clover,Size 25.30 m²,Floor 7 / 14F,Year Built 2021,Okubo Station (4 min. walk),"Monthly Costs ¥148,000"
5215,2DK APARTMENT,"IN HIGASHITAMAGAWA
SETAGAYA-KU, TOKYO","Yours Corporation Co.,Ltd.",Size 31.00 m²,Floor 3 / 3F,Year Built 1977,Okusawa Station (7 min. walk),"Monthly Costs ¥73,000"
5216,1K APARTMENT,"IN WAKABAYASHI
SETAGAYA-KU, TOKYO","Balleggs Co., Ltd.",Size 25.98 m²,Floor 1 / 5F,Year Built 2017,Nishitaishidou Station (3 min. walk),"Monthly Costs ¥120,000"
5217,2LDK APARTMENT,"IN NISHIWASEDA(SONOTA)
SHINJUKU-KU, TOKYO",matsuri technologies,Size 60.00 m²,Floor 2 / 2F,Year Built 1959,Waseda Station (10 min. walk),"Monthly Costs ¥296,400"
5218,1DK APARTMENT,"IN HIGASHIKANDA
CHIYODA-KU, TOKYO",World Clover,Size 35.28 m²,Floor 4 / 12F,Year Built 2020,Asakusabashi Station (5 min. walk),"Monthly Costs ¥177,000"
5219,1R APARTMENT,"IN EBISUNISHI
SHIBUYA-KU, TOKYO",matsuri technologies,Size 23.37 m²,Floor 3 / 10F,Year Built 1986,Ebisu Station (7 min. walk),"Monthly Costs ¥157,500"
5220,1K APARTMENT,"IN NISHIGOTANDA
SHINAGAWA-KU, TOKYO",Add Value,Size 19.17 m²,Floor 3 / 5F,Year Built 2006,Togoshiginza Station (8 min. walk),"Monthly Costs ¥85,000"
5221,1K APARTMENT,"IN MITA
MINATO-KU, TOKYO",World Clover,Size 25.16 m²,Floor 2 / 8F,Year Built 2015,Sengakuji Station (7 min. walk),"Monthly Costs ¥131,500"
5222,1R APARTMENT,"IN HIGASHISHINKOIWA
KATSUSHIKA-KU, TOKYO",Atinn Inc.,Size 11.30 m²,Floor 2 / 4F,Year Built 2015,Shinkoiwa Station (2 min. walk),"Monthly Costs ¥94,000"
5223,1DK APARTMENT,"IN HIMONYA
MEGURO-KU, TOKYO","Balleggs Co., Ltd.",Size 29.50 m²,Floor 3 / 3F,Year Built 1984,Gakugei Daigaku Station (3 min. walk),"Monthly Costs ¥100,000"
5224,1K APARTMENT,"IN SANNO
OTA-KU, TOKYO",World Potential Corporation,Size 26.50 m²,Floor 5 / 5F,Year Built 2017,Omori Station (8 min. walk),"Monthly Costs ¥131,100"
5225,1K APARTMENT,"IN TAIRAMACHI
MEGURO-KU, TOKYO","Balleggs Co., Ltd.",Size 21.35 m²,Floor 5 / 7F,Year Built 2002,Toritsu-daigaku Station (6 min. walk),"Monthly Costs ¥91,000"
5226,1LDK APARTMENT,"IN SENZOKU
TAITO-KU, TOKYO",World Clover,Size 40.49 m²,Floor 3 / 14F,Year Built 2022,Iriya Station (7 min. walk),"Monthly Costs ¥163,000"
5227,1R APARTMENT,"IN AKASAKA
MINATO-KU, TOKYO",matsuri technologies,Size 33.00 m²,Floor 1 / 1F,Year Built 2005,Roppongi-itchome Station (5 min. walk),"Monthly Costs ¥163,500"
5228,1LDK APARTMENT,"IN KAMEZAWA
SUMIDA-KU, TOKYO",World Clover,Size 40.63 m²,Floor 7 / 7F,Year Built 2016,Ryogoku Station (4 min. walk),"Monthly Costs ¥160,000"
5229,1K APARTMENT,"IN OMORINISHI
OTA-KU, TOKYO",Atinn Inc.,Size 25.00 m²,Floor 2 / 4F,Year Built 2017,Heiwajima Station (6 min. walk),"Monthly Costs ¥132,450"
5230,1K APARTMENT,"IN SENZOKU
TAITO-KU, TOKYO",World Clover,Size 25.73 m²,Floor 9 / 10F,Year Built 2016,Asakusa Station (10 min. walk),"Monthly Costs ¥94,500"
5231,1LDK APARTMENT,"IN SHIMOMEGURO
MEGURO-KU, TOKYO","Balleggs Co., Ltd.",Size 40.30 m²,Floor 4 / 5F,Year Built 2016,Meguro Station (7 min. walk),"Monthly Costs ¥196,000"
5232,1LDK APARTMENT,"IN NOGE
SETAGAYA-KU, TOKYO","Yours Corporation Co.,Ltd.",Size 46.45 m²,Floor 2 / 2F,Year Built 2010,Kaminoge Station (13 min. walk),"Monthly Costs ¥129,330"
5233,1R APARTMENT,"IN HYAKUNINCHO
SHINJUKU-KU, TOKYO",Atinn Inc.,Size 15.10 m²,Floor 1 / 2F,Year Built 2017,Okubo Station (3 min. walk),"Monthly Costs ¥101,500"
5234,1R APARTMENT,"IN KOYAMADAI
SHINAGAWA-KU, TOKYO",World Potential Corporation,Size 21.00 m²,Floor 2 / 2F,Year Built 1999,Musashi Koyama Station (3 min. walk),"Monthly Costs ¥80,000"
5235,1K APARTMENT,"IN TOYO
KOTO-KU, TOKYO",Atinn Inc.,Size 15.36 m²,Floor 3 / 5F,Year Built 2019,Kiba Station (4 min. walk),"Monthly Costs ¥108,350"
5236,1K APARTMENT,"IN KAMEIDO
KOTO-KU, TOKYO",Atinn Inc.,Size 15.07 m²,Floor 3 / 5F,Year Built 2020,Kameido Station (6 min. walk),"Monthly Costs ¥107,000"
5237,2K APARTMENT,"IN MEGUROHONCHO
MEGURO-KU, TOKYO","Balleggs Co., Ltd.",Size 34.70 m²,Floor 3 / 3F,Year Built 1978,Musashi Koyama Station (6 min. walk),"Monthly Costs ¥90,000"
5238,1R APARTMENT,"IN ISHIWARA
SUMIDA-KU, TOKYO",Add Value,Size 25.75 m²,Floor 4 / 13F,Year Built 2007,Ryogoku Station (11 min. walk),"Monthly Costs ¥87,000"
5239,1K APARTMENT,"IN HIGASHIAZABU
MINATO-KU, TOKYO",Tokyo Comfort Inc.,Size 21.01 m²,Floor 3 / 12F,Year Built 2004,Akabanebashi Station (3 min. walk),"Monthly Costs ¥102,000 negotiable"
5240,1DK APARTMENT,"IN DENENCHOFU
OTA-KU, TOKYO","Balleggs Co., Ltd.",Size 30.00 m²,Floor 2 / 2F,Year Built 2019,Denenchoufu Station (10 min. walk),"Monthly Costs ¥110,000"
5241,1R APARTMENT,"IN IZUMI
SUGINAMI-KU, TOKYO",Atinn Inc.,Size 11.83 m²,Floor 2 / 2F,Year Built 2016,Meidaimae Station (6 min. walk),"Monthly Costs ¥83,380"
5242,1K APARTMENT,"IN SANGENJAYA
SETAGAYA-KU, TOKYO",Atinn Inc.,Size 15.90 m²,Floor 4 / 4F,Year Built 2018,Sangenjaya Station (7 min. walk),"Monthly Costs ¥104,000"
5243,1K APARTMENT,"IN HOMMACHI
SHIBUYA-KU, TOKYO",Atinn Inc.,Size 18.89 m²,Floor 1 / 3F,Year Built 2017,Nishishinjuku Go Choume Station (8 min. walk),"Monthly Costs ¥113,000"
5244,1DK APARTMENT,"IN YAMABUKICHO
SHINJUKU-KU, TOKYO",World Clover,Size 25.80 m²,Floor 1 / 6F,Year Built 2019,Edogawabashi Station (5 min. walk),"Monthly Costs ¥139,000"
5245,1K APARTMENT,"IN NISHIGOTANDA
SHINAGAWA-KU, TOKYO","Balleggs Co., Ltd.",Size 21.22 m²,Floor 10 / 10F,Year Built 2017,Osaki Hirokouji Station (4 min. walk),"Monthly Costs ¥106,000"
5246,1R APARTMENT,"IN HIGASHIYAMA
MEGURO-KU, TOKYO","Yours Corporation Co.,Ltd.",Size 22.77 m²,Floor 3 / 4F,Year Built 2005,Ikejiriohashi Station (6 min. walk),"Monthly Costs ¥93,800"
5247,1LDK APARTMENT,"IN ICHIGAYANAKANOCHO
SHINJUKU-KU, TOKYO",RE/MAX Amistad,Size 45.95 m²,Floor 4 / 5F,Year Built 2007,Akebonobashi Station (3 min. walk),"Monthly Costs ¥195,000"
5248,1R APARTMENT,"IN YOKOAMI
SUMIDA-KU, TOKYO",Atinn Inc.,Size 14.70 m²,Floor 1 / 2F,Year Built 2016,Ryogoku Station (4 min. walk),"Monthly Costs ¥108,720"
5249,1R APARTMENT,"IN SHIMURA
ITABASHI-KU, TOKYO",Atinn Inc.,Size 10.00 m²,Floor 2 / 2F,Year Built 2015,Shimura San Choume Station (5 min. walk),"Monthly Costs ¥78,000"
5250,1K APARTMENT,"IN TAMAGAWADAI
SETAGAYA-KU, TOKYO","Balleggs Co., Ltd.",Size 16.53 m²,Floor 1 / 3F,Year Built 1988,Youga Station (6 min. walk),"Monthly Costs ¥59,000"
5251,3LDK APARTMENT,"IN MINAMIAOYAMA
MINATO-KU, TOKYO",RE/MAX Amistad,Size 126.94 m²,Floor 12 / 15F,Year Built 2008,Nogizaka Station (3 min. walk),"Monthly Costs ¥690,000"
5252,1K APARTMENT,"IN AKASAKA
MINATO-KU, TOKYO",Hikari home Inc.,Size 49.23 m²,Floor 14 / 18F,Year Built 2008,Akasaka Station (6 min. walk),"Monthly Costs ¥250,000"
5253,1K APARTMENT,"IN OMORINISHI
OTA-KU, TOKYO",Atinn Inc.,Size 25.00 m²,Floor 2 / 4F,Year Built 2017,Heiwajima Station (6 min. walk),"Monthly Costs ¥132,450"
5254,1K APARTMENT,"IN KITASHINJUKU
SHINJUKU-KU, TOKYO",Konnyou Management Inc.,Size 25.13 m²,Floor 5 / 14F,Year Built 2020,Ochiai Station (6 min. walk),"Monthly Costs ¥126,500"
5255,1K APARTMENT,"IN TAMAGAWADAI
SETAGAYA-KU, TOKYO","Balleggs Co., Ltd.",Size 19.44 m²,Floor 4 / 7F,Year Built 1999,Youga Station (7 min. walk),"Monthly Costs ¥75,000"
5256,1K APARTMENT,"IN TAISHIDO
SETAGAYA-KU, TOKYO","Yours Corporation Co.,Ltd.",Size 31.08 m²,Floor 3 / 4F,Year Built 1991,Sangenjaya Station (7 min. walk),"Monthly Costs ¥136,000"
5257,1K APARTMENT,"IN ROPPONGI
MINATO-KU, TOKYO",ICHII CORPORATION,Size 27.56 m²,Floor 2 / 4F,Year Built 2007,Roppongi Station (2 min. walk),"Monthly Costs ¥138,000"
5258,1K APARTMENT,"IN KOYAMA
SHINAGAWA-KU, TOKYO","Balleggs Co., Ltd.",Size 20.26 m²,Floor 1 / 5F,Year Built 2019,Musashi Koyama Station (3 min. walk),"Monthly Costs ¥95,000"
5259,1R APARTMENT,"IN KAKINOKIZAKA
MEGURO-KU, TOKYO","Yours Corporation Co.,Ltd.",Size 20.00 m²,Floor 2 / 2F,Year Built 1988,Toritsu-daigaku Station (8 min. walk),"Monthly Costs ¥75,000"
5260,1K APARTMENT,"IN KITASHINJUKU
SHINJUKU-KU, TOKYO",World Clover,Size 24.52 m²,Floor 10 / 13F,Year Built 2006,Nishi-shinjuku Station (5 min. walk),"Monthly Costs ¥96,000"
5261,1R APARTMENT,"IN SETA
SETAGAYA-KU, TOKYO","Yours Corporation Co.,Ltd.",Size 22.79 m²,Floor 4 / 7F,Year Built 1991,Youga Station (8 min. walk),"Monthly Costs ¥79,000"
5262,1K APARTMENT,"IN OMORINISHI
OTA-KU, TOKYO",Atinn Inc.,Size 25.00 m²,Floor 3 / 4F,Year Built 2017,Heiwajima Station (6 min. walk),"Monthly Costs ¥133,450"
5263,1LDK APARTMENT,"IN EBISU
SHIBUYA-KU, TOKYO",matsuri technologies,Size 45.06 m²,Floor 3 / 3F,Year Built 1996,Hiroo Station (7 min. walk),"Monthly Costs ¥275,400"
5264,2K APARTMENT,"IN KITAKARASUYAMA
SETAGAYA-KU, TOKYO",Add Value,Size 37.50 m²,Floor 3 / 3F,Year Built 1988,Chitose Karasuyama Station (12 min. walk),"Monthly Costs ¥95,000"
5265,1K APARTMENT,"IN MEGUROHONCHO
MEGURO-KU, TOKYO","Balleggs Co., Ltd.",Size 25.31 m²,Floor 4 / 5F,Year Built 2020,Musashi Koyama Station (7 min. walk),"Monthly Costs ¥127,000"
5266,1DK APARTMENT,"IN MISHUKU
SETAGAYA-KU, TOKYO","Balleggs Co., Ltd.",Size 35.84 m²,Floor 10 / 12F,Year Built 2003,Sangenjaya Station (8 min. walk),"Monthly Costs ¥135,000"
5267,1K APARTMENT,"IN NAKAIKEGAMI
OTA-KU, TOKYO",World Clover,Size 21.17 m²,Floor 2 / 5F,Year Built 2011,Nishimagome Station (9 min. walk),"Monthly Costs ¥83,000"
5268,1R APARTMENT,"IN YOKOAMI
SUMIDA-KU, TOKYO",Atinn Inc.,Size 17.10 m²,Floor 2 / 2F,Year Built 2016,Ryogoku Station (4 min. walk),"Monthly Costs ¥111,440"
5269,1K APARTMENT,"IN KAMEIDO
KOTO-KU, TOKYO",World Clover,Size 21.90 m²,Floor 4 / 10F,Year Built 2008,Kameido Station (4 min. walk),"Monthly Costs ¥83,000"
5270,1R APARTMENT,"IN OHARA
SETAGAYA-KU, TOKYO",Atinn Inc.,Size 13.88 m²,Floor 2 / 5F,Year Built 2019,Daitabashi Station (3 min. walk),"Monthly Costs ¥112,000"
5271,3SLDK APARTMENT,"IN MINAMIMOTOMACHI
SHINJUKU-KU, TOKYO","Century 21 Nishin Co., Ltd.",Size 93.73 m²,Floor 6 / 7F,Year Built 2013,Shinanomachi Station (8 min. walk),"Monthly Costs ¥420,000"
5272,1DK APARTMENT,"IN MINAMISUNA
KOTO-KU, TOKYO",World Clover,Size 25.51 m²,Floor 1 / 4F,Year Built 2020,Minamisunamachi Station (3 min. walk),"Monthly Costs ¥126,000"
5273,2K APARTMENT,"IN NISHIGOTANDA
SHINAGAWA-KU, TOKYO","Balleggs Co., Ltd.",Size 30.83 m²,Floor 4 / 6F,Year Built 2005,Fudoumae Station (4 min. walk),"Monthly Costs ¥148,000"
5274,1K APARTMENT,"IN KAMEZAWA
SUMIDA-KU, TOKYO",World Clover,Size 25.48 m²,Floor 6 / 7F,Year Built 2016,Ryogoku Station (4 min. walk),"Monthly Costs ¥109,000"
5275,1DK APARTMENT,"IN OMORINISHI
OTA-KU, TOKYO",Konnyou Management Inc.,Size 25.40 m²,Floor 10 / 14F,Year Built 2022,Omorimachi Station (1 min. walk),"Monthly Costs ¥118,500"
5276,1K APARTMENT,"IN TODOROKI
SETAGAYA-KU, TOKYO","Balleggs Co., Ltd.",Size 20.03 m²,Floor 1 / 4F,Year Built 2022,Oyamadai Station (1 min. walk),"Monthly Costs ¥94,000"
5277,1R APARTMENT,"IN TOYO
KOTO-KU, TOKYO",Atinn Inc.,Size 14.07 m²,Floor 3 / 5F,Year Built 2018,Kiba Station (7 min. walk),"Monthly Costs ¥116,500"
5278,1K APARTMENT,"IN HATAGAYA
SHIBUYA-KU, TOKYO",matsuri technologies,Size 33.70 m²,Floor 1 / 3F,Year Built 2019,Hatagaya Station (8 min. walk),"Monthly Costs ¥163,500"
5279,1K APARTMENT,"IN AZABUJUBAN
MINATO-KU, TOKYO",Add Value,Size 23.14 m²,Floor 5 / 10F,Year Built 2006,Azabu-juban Station (1 min. walk),"Monthly Costs ¥110,000"
5280,1LDK APARTMENT,"IN NISHIGOTANDA
SHINAGAWA-KU, TOKYO","Balleggs Co., Ltd.",Size 30.50 m²,Floor 5 / 5F,Year Built 1985,Fudoumae Station (6 min. walk),"Monthly Costs ¥94,000"
5281,1R APARTMENT,"IN OHARA
SETAGAYA-KU, TOKYO",Atinn Inc.,Size 18.44 m²,Floor 1 / 5F,Year Built 2019,Daitabashi Station (3 min. walk),"Monthly Costs ¥112,000"
5282,1R APARTMENT,"IN YAMABUKICHO
SHINJUKU-KU, TOKYO",Atinn Inc.,Size 13.12 m²,Floor 5 / 5F,Year Built 2018,Edogawabashi Station (4 min. walk),"Monthly Costs ¥104,000"
5283,1LDK APARTMENT,"IN MIDORI
SUMIDA-KU, TOKYO",World Clover,Size 28.09 m²,Floor 9 / 9F,Year Built 2019,Kikukawa Station (8 min. walk),"Monthly Costs ¥143,000"
5284,1LDK APARTMENT,"IN MINAMIOI
SHINAGAWA-KU, TOKYO","Balleggs Co., Ltd.",Size 40.03 m²,Floor 14 / 15F,Year Built 2019,Omorikaigan Station (8 min. walk),"Monthly Costs ¥175,000"
5285,2DK APARTMENT,"IN NAKAMEGURO
MEGURO-KU, TOKYO",Add Value,Size 35.40 m²,Floor 2 / 2F,Year Built 1976,Yutenji Station (12 min. walk),"Monthly Costs ¥100,000"
5286,1K APARTMENT,"IN MORISHITA
KOTO-KU, TOKYO","DAITOKENTAKU LEASING CO.,LTD.",Size 24.60 m²,Floor 4 / 5F,Year Built 2004,Kikukawa Station (5 min. walk),"Monthly Costs ¥89,000"
5287,1R APARTMENT,"IN KAKINOKIZAKA
MEGURO-KU, TOKYO","Balleggs Co., Ltd.",Size 14.04 m²,Floor 4 / 5F,Year Built 1983,Gakugei Daigaku Station (10 min. walk),"Monthly Costs ¥53,900"
